Default,checkingstatus1,duration,history,purpose,amount,savings,employ,status,others,residence,property,age,otherplans,housing,cards,job,liable,foreign,duration_missing,residence_missing,cards_missing,age_group,debt_duration_ratio
0,2,15.0,2,7,1905,0,4,2,0,4.0,2,40,2,0,1.0,3,1,0,0,0,0,1,119.0625
1,3,12.0,2,3,1123,2,2,1,0,4.0,2,29,2,0,1.0,1,1,0,0,0,0,0,86.38461538461539
1,0,48.0,4,1,6331,0,4,2,0,4.0,3,46,2,2,2.0,2,1,0,0,0,0,2,129.20408163265307
0,2,24.0,2,4,1377,1,4,1,0,2.0,3,47,2,2,1.0,2,1,0,0,0,0,2,55.08
0,1,30.0,3,9,2503,1,4,2,0,2.0,1,41,1,1,2.0,2,1,0,0,0,0,1,80.74193548387096
0,1,27.0,2,9,2528,0,1,1,0,1.0,1,32,2,1,1.0,2,2,0,0,0,0,1,90.28571428571429
0,3,15.0,2,0,5324,2,4,1,0,4.0,3,35,2,2,1.0,2,1,0,0,0,0,1,332.75
1,1,48.0,2,0,6560,1,3,2,0,2.0,1,24,2,1,1.0,2,1,0,0,0,0,0,133.87755102040816
1,1,12.0,0,3,2969,0,1,1,0,3.0,1,25,2,0,2.0,2,1,0,0,0,0,0,228.3846153846154
0,1,9.0,2,4,1206,0,4,1,0,4.0,0,25,2,1,1.0,2,1,0,0,0,0,0,120.6
0,1,9.0,2,4,2118,0,2,4,0,2.0,0,37,2,1,1.0,1,2,0,0,0,0,1,211.8
0,3,18.0,4,4,629,2,4,4,0,3.0,1,32,0,1,2.0,3,1,0,0,0,0,1,33.10526315789474
1,0,6.0,1,7,1198,0,4,4,0,4.0,3,35,2,2,1.0,2,1,0,0,0,0,1,171.14285714285714
0,3,21.0,2,1,2476,4,4,4,0,4.0,0,46,2,1,1.0,3,1,0,0,0,0,2,112.54545454545455
0,0,9.0,4,4,1138,0,2,2,0,4.0,0,25,2,1,2.0,1,1,0,0,0,0,0,113.8
1,1,60.0,2,0,14027,0,3,2,0,2.0,3,27,2,1,1.0,3,1,0,0,0,0,0,229.95081967213116
0,3,30.0,4,1,7596,4,4,2,0,4.0,2,63,2,1,2.0,2,1,0,0,0,0,3,245.03225806451613
0,3,30.0,4,4,3077,4,4,2,0,2.0,2,40,2,1,2.0,2,2,0,0,0,0,1,99.25806451612904
0,3,18.0,2,4,1505,0,2,2,0,2.0,3,32,2,2,1.0,3,1,0,0,0,0,1,79.21052631578948
0,2,24.0,4,4,3148,4,2,2,0,2.0,2,31,2,1,2.0,2,1,0,0,0,0,1,125.92
0,1,20.0,0,1,6148,1,4,3,0,4.0,2,31,0,1,2.0,2,1,0,0,0,0,1,292.76190476190476
1,2,9.0,0,4,1337,0,1,2,0,2.0,2,34,2,1,2.0,3,1,0,0,0,0,1,133.7
1,1,6.0,1,7,433,3,1,1,0,2.0,1,24,0,0,1.0,2,2,0,0,0,0,0,61.857142857142854
1,0,12.0,2,0,1228,0,2,1,0,2.0,0,24,2,1,1.0,1,1,0,0,0,0,0,94.46153846153847
0,1,9.0,2,4,790,2,2,1,0,3.0,0,66,2,1,1.0,1,1,0,0,0,0,3,79.0
1,3,27.0,2,0,2570,0,2,1,0,3.0,0,21,2,0,1.0,2,1,0,0,0,0,0,91.78571428571429
0,3,6.0,4,0,250,3,2,1,0,2.0,0,41,0,1,2.0,1,1,0,0,0,0,1,35.714285714285715
0,3,15.0,4,4,1316,2,2,3,0,2.0,1,47,2,1,2.0,1,1,0,0,0,0,2,82.25
1,0,18.0,2,4,1882,0,2,1,0,4.0,2,25,0,0,2.0,2,1,0,0,0,0,0,99.05263157894737
1,1,48.0,1,9,6416,0,4,1,0,3.0,3,59,2,0,1.0,2,1,0,0,0,0,2,130.9387755102041
0,2,24.0,4,9,1275,3,2,0,0,4.0,0,36,2,1,2.0,2,1,0,0,0,0,1,51.0
0,1,24.0,3,4,6403,0,1,2,0,2.0,2,33,2,1,1.0,2,1,0,0,0,0,1,256.12
1,0,24.0,2,4,1987,0,2,2,0,4.0,0,21,2,0,1.0,1,2,0,0,0,0,0,79.48
0,1,8.0,2,4,760,0,3,1,2,2.0,0,44,2,1,1.0,1,1,0,0,0,0,1,84.44444444444444
0,3,24.0,2,1,2603,3,2,1,0,4.0,2,28,2,0,1.0,2,1,0,0,0,0,0,104.12
0,3,4.0,4,0,3380,0,3,1,0,1.0,0,37,2,1,1.0,2,2,0,0,0,0,1,676.0
0,1,36.0,1,5,3990,4,1,1,0,2.0,3,29,0,1,1.0,0,1,0,0,0,0,0,107.83783783783784
1,1,24.0,2,1,11560,0,2,1,0,4.0,2,23,2,0,2.0,3,1,0,0,0,0,0,462.4
0,0,18.0,2,0,4380,1,2,2,0,4.0,2,35,2,1,1.0,1,2,0,0,0,0,1,230.52631578947367
0,3,6.0,4,0,6761,0,3,2,0,3.0,3,45,2,1,2.0,3,2,0,0,0,0,1,965.8571428571429
1,1,30.0,0,9,4280,1,2,1,0,4.0,2,26,2,0,2.0,1,1,0,0,0,0,0,138.06451612903226
0,0,24.0,1,0,2325,1,3,2,0,3.0,2,32,0,1,1.0,2,1,0,0,0,0,1,93.0
0,1,10.0,1,4,1048,0,2,2,0,4.0,0,23,1,1,1.0,1,1,0,0,0,0,0,95.27272727272727
0,3,21.0,2,4,3160,4,4,2,0,3.0,1,41,2,1,1.0,2,1,0,0,0,0,1,143.63636363636363
0,0,24.0,1,3,2483,2,2,2,0,4.0,0,22,1,1,1.0,2,1,0,0,0,0,0,99.32
0,0,39.0,4,3,14179,4,3,2,0,4.0,1,30,2,1,2.0,3,1,0,0,0,0,0,354.475
0,0,13.0,4,9,1797,0,1,2,0,1.0,1,28,0,1,2.0,1,1,0,0,0,0,0,128.35714285714286
0,0,15.0,2,0,2511,0,0,1,0,4.0,2,23,2,0,1.0,2,1,0,0,0,0,0,156.9375
1,0,12.0,2,0,1274,0,1,1,0,1.0,0,37,2,1,1.0,1,1,0,0,0,0,1,98.0
0,3,21.0,2,1,5248,4,2,2,0,3.0,2,26,2,1,1.0,2,1,0,0,0,0,0,238.54545454545453
0,3,15.0,2,1,3029,0,3,2,0,2.0,2,33,2,1,1.0,2,1,0,0,0,0,1,189.3125
0,0,6.0,2,3,428,0,4,1,0,1.0,1,49,0,1,1.0,2,1,0,0,0,0,2,61.142857142857146
1,0,18.0,2,0,976,0,1,1,0,2.0,2,23,2,1,1.0,1,1,0,0,0,0,0,51.36842105263158
0,1,12.0,2,9,841,1,3,1,0,4.0,0,23,2,0,1.0,1,1,0,0,0,0,0,64.6923076923077
0,3,30.0,4,4,5771,0,3,1,0,2.0,2,25,2,1,2.0,2,1,0,0,0,0,0,186.16129032258064
1,3,12.0,3,6,1555,3,4,2,0,4.0,3,55,2,2,2.0,2,2,0,0,0,0,2,119.61538461538461
1,0,24.0,2,0,1285,4,3,1,0,4.0,3,32,2,0,1.0,2,1,0,0,0,0,1,51.4
0,2,6.0,4,0,1299,0,2,2,0,1.0,0,74,2,1,3.0,0,2,1,0,0,0,3,185.57142857142858
1,2,15.0,4,4,1271,4,2,2,0,4.0,3,39,2,2,2.0,2,1,0,0,0,0,1,79.4375
0,3,24.0,2,0,1393,0,2,2,2,2.0,0,31,2,1,1.0,2,1,0,0,0,0,1,55.72
1,0,12.0,4,0,691,0,4,2,0,3.0,1,35,2,1,2.0,2,1,0,0,0,0,1,53.15384615384615
0,3,15.0,4,0,5045,4,4,1,0,4.0,2,59,2,1,1.0,2,1,0,0,0,0,2,315.3125
1,0,18.0,4,3,2124,0,2,1,0,4.0,0,24,2,0,2.0,2,1,0,0,0,0,0,111.78947368421052
0,0,12.0,2,4,2214,0,2,2,0,3.0,1,24,2,1,1.0,1,1,0,0,0,0,0,170.30769230769232
1,3,21.0,4,0,12680,4,4,2,0,4.0,3,30,2,2,1.0,3,1,0,0,0,0,0,576.3636363636364
0,3,24.0,4,0,2463,1,3,3,0,3.0,1,27,2,1,2.0,2,1,0,0,0,0,0,98.52
0,1,12.0,2,4,1155,0,4,3,2,3.0,0,40,0,1,2.0,1,1,0,0,0,0,1,88.84615384615384
1,0,30.0,2,3,3108,0,1,0,0,4.0,1,31,2,1,1.0,1,1,0,0,0,0,1,100.25806451612904
0,3,10.0,2,1,2901,4,1,1,0,4.0,0,31,2,0,1.0,2,1,0,0,0,0,1,263.72727272727275
0,1,12.0,4,3,3617,0,4,2,0,4.0,2,28,2,0,3.0,2,1,0,0,0,0,0,278.2307692307692
0,3,12.0,4,4,1655,0,4,2,0,4.0,0,63,2,1,2.0,1,1,0,0,0,0,3,127.3076923076923
0,0,24.0,2,1,2812,4,4,1,0,4.0,0,26,2,0,1.0,2,1,0,0,0,0,0,112.48
1,0,36.0,4,7,8065,0,2,1,0,2.0,3,25,2,1,2.0,3,1,0,0,0,0,0,217.97297297297297
0,3,21.0,4,1,3275,0,4,2,0,4.0,2,36,2,1,1.0,3,1,0,0,0,0,1,148.86363636363637
0,3,24.0,4,4,2223,1,4,2,0,4.0,1,52,0,1,2.0,2,1,0,0,0,0,2,88.92
0,2,12.0,4,0,1480,2,0,2,0,4.0,3,66,0,2,3.0,0,1,0,0,0,0,3,113.84615384615384
1,0,24.0,2,0,1371,4,2,1,0,4.0,0,25,2,0,1.0,2,1,0,0,0,0,0,54.84
0,3,36.0,4,0,3535,0,3,2,0,4.0,2,37,2,1,2.0,2,1,0,0,0,0,1,95.54054054054055
0,0,18.0,2,4,3509,0,3,1,2,1.0,0,25,2,1,1.0,2,1,0,0,0,0,0,184.68421052631578
0,3,36.0,4,1,5711,3,4,2,0,2.0,2,38,2,1,2.0,3,1,0,0,0,0,1,154.35135135135135
0,1,18.0,2,6,3872,0,0,1,0,4.0,2,67,2,1,1.0,2,1,0,0,0,0,3,203.78947368421052
1,1,39.0,4,4,4933,0,3,2,2,2.0,0,25,2,1,2.0,2,1,0,0,0,0,0,123.325
0,3,24.0,4,0,1940,3,4,2,0,4.0,0,60,2,1,1.0,2,1,0,0,0,0,2,77.6
0,1,12.0,0,8,1410,0,2,2,0,2.0,0,31,2,1,1.0,1,1,0,0,0,0,1,108.46153846153847
1,1,12.0,2,0,836,1,1,4,0,2.0,1,23,0,1,1.0,1,1,0,0,0,0,0,64.3076923076923
0,1,20.0,2,1,6468,4,0,4,0,4.0,0,60,2,1,1.0,3,1,0,0,0,0,2,308.0
0,1,18.0,2,9,1941,3,2,4,0,2.0,1,35,2,1,1.0,1,1,0,0,0,0,1,102.15789473684211
0,3,22.0,2,4,2675,2,4,4,0,4.0,2,40,2,1,1.0,2,1,0,0,0,0,1,116.30434782608695
0,3,48.0,4,1,2751,4,4,2,0,3.0,2,38,2,1,2.0,2,2,0,0,0,0,1,56.142857142857146
1,1,48.0,3,7,6224,0,4,2,0,4.0,3,50,2,2,1.0,2,1,0,0,0,0,2,127.0204081632653
1,0,40.0,4,7,5998,0,2,2,0,3.0,3,27,0,1,1.0,2,1,0,0,0,0,0,146.29268292682926
1,1,21.0,2,9,1188,0,4,1,0,4.0,1,39,2,1,1.0,2,2,0,0,0,0,1,54.0
0,3,24.0,2,1,6313,4,4,2,0,4.0,2,41,2,1,1.0,3,2,0,0,0,0,1,252.52
0,3,6.0,4,3,1221,4,2,3,0,2.0,1,27,2,1,2.0,2,1,0,0,0,0,0,174.42857142857142
0,2,24.0,2,3,2892,0,4,0,0,4.0,3,51,2,2,1.0,2,1,0,0,0,0,2,115.68
0,3,24.0,2,3,3062,2,4,2,0,3.0,3,32,2,0,1.0,2,1,0,0,0,0,1,122.48
0,3,9.0,2,3,2301,1,1,1,0,4.0,1,22,2,0,1.0,2,1,0,0,0,0,0,230.1
1,0,18.0,2,1,7511,4,4,2,0,4.0,1,51,2,2,1.0,2,2,0,0,0,0,2,395.3157894736842
0,3,12.0,4,3,1258,0,1,1,0,4.0,1,22,2,0,2.0,1,1,0,0,0,0,0,96.76923076923077
0,3,24.0,3,0,717,4,4,3,0,4.0,2,54,2,1,2.0,2,1,0,0,0,0,2,28.68
0,1,9.0,2,0,1549,4,1,2,0,2.0,0,35,2,1,1.0,0,1,0,0,0,0,1,154.9
0,3,24.0,4,7,1597,0,4,2,0,4.0,3,54,2,2,2.0,2,2,0,0,0,0,2,63.88
0,1,18.0,4,4,1795,0,4,1,2,4.0,0,48,0,0,2.0,1,1,0,0,0,0,2,94.47368421052632
0,0,20.0,4,3,4272,0,4,1,0,4.0,1,24,2,1,2.0,2,1,0,0,0,0,0,203.42857142857142
0,3,12.0,4,4,976,4,4,2,0,4.0,2,35,2,1,2.0,2,1,0,0,0,0,1,75.07692307692308
0,1,12.0,2,0,7472,4,0,1,0,2.0,0,24,2,0,1.0,0,1,0,0,0,0,0,574.7692307692307
1,0,36.0,2,0,9271,0,3,2,0,1.0,2,24,2,1,1.0,2,1,0,0,0,0,0,250.56756756756758
0,1,6.0,2,4,590,0,1,3,0,3.0,0,26,2,1,1.0,1,1,1,0,0,0,0,84.28571428571429
0,3,12.0,4,4,930,4,4,2,0,4.0,0,65,2,1,4.0,2,1,0,0,0,0,3,71.53846153846153
0,1,42.0,1,1,9283,0,0,2,0,2.0,3,55,0,2,1.0,3,1,0,0,0,0,2,215.88372093023256
1,1,15.0,0,0,1778,0,1,1,0,1.0,0,26,2,0,2.0,0,1,0,0,0,0,0,111.125
0,1,8.0,2,9,907,0,1,3,0,2.0,0,26,2,1,1.0,2,1,0,0,0,0,0,100.77777777777777
0,1,6.0,2,4,484,0,3,3,2,3.0,0,28,0,1,1.0,1,1,0,0,0,0,0,69.14285714285714
1,0,36.0,4,1,9629,0,3,2,0,4.0,2,24,2,1,2.0,2,1,0,0,0,0,0,260.2432432432432
1,0,48.0,2,5,3051,0,2,2,0,4.0,2,54,2,1,1.0,2,1,0,0,0,0,2,62.265306122448976
1,0,48.0,2,0,3931,0,3,2,0,4.0,3,46,2,2,1.0,2,2,0,0,0,0,2,80.22448979591837
0,1,36.0,3,0,7432,0,2,1,0,2.0,1,54,2,0,1.0,2,1,0,0,0,0,2,200.86486486486487
0,3,6.0,2,5,1338,2,2,0,0,4.0,0,62,2,1,1.0,2,1,0,0,0,0,3,191.14285714285714
0,3,6.0,4,4,1554,0,3,1,0,2.0,2,24,2,0,2.0,2,1,0,0,0,0,0,222.0
0,0,36.0,2,2,15857,0,0,0,1,3.0,2,43,2,1,1.0,3,1,0,0,0,0,1,428.56756756756755
1,0,18.0,2,4,1345,0,2,3,0,3.0,0,26,0,1,1.0,2,1,0,0,0,0,0,70.78947368421052
0,3,12.0,2,0,1101,0,2,3,0,2.0,0,27,2,1,2.0,2,1,0,0,0,0,0,84.6923076923077
0,2,12.0,2,4,3016,0,2,3,0,1.0,2,24,2,1,1.0,2,1,0,0,0,0,0,232.0
1,0,36.0,2,3,2712,0,4,2,0,2.0,1,41,0,1,1.0,2,2,0,0,0,0,1,73.29729729729729
0,0,8.0,4,0,731,0,4,2,0,4.0,0,47,2,1,2.0,1,1,0,0,0,0,2,81.22222222222223
0,3,18.0,4,3,3780,0,1,0,0,2.0,2,35,2,1,2.0,3,1,0,0,0,0,1,198.94736842105263
0,0,21.0,4,0,1602,0,4,3,0,3.0,2,30,2,1,2.0,2,1,0,0,0,0,0,72.81818181818181
1,0,18.0,4,0,3966,0,4,1,0,4.0,0,33,0,0,3.0,2,1,0,0,0,0,1,208.73684210526315
1,3,18.0,0,9,4165,0,2,2,0,2.0,2,36,1,1,2.0,2,2,0,0,0,0,1,219.21052631578948
1,0,36.0,2,1,8335,4,4,2,0,4.0,3,47,2,2,1.0,2,1,0,0,0,0,2,225.27027027027026
0,1,48.0,3,9,6681,4,2,2,0,4.0,3,38,2,2,1.0,2,2,0,0,0,0,1,136.3469387755102
0,3,24.0,3,9,2375,2,2,2,0,2.0,2,44,2,1,2.0,2,2,0,0,0,0,1,95.0
1,0,18.0,2,0,1216,0,1,1,0,3.0,2,23,2,0,1.0,2,1,0,0,0,0,0,64.0
1,0,45.0,0,9,11816,0,4,2,0,4.0,2,29,2,0,2.0,2,1,0,0,0,0,0,256.8695652173913
0,1,24.0,2,4,5084,4,4,1,0,4.0,2,42,2,1,1.0,2,1,0,0,0,0,1,203.36
1,2,15.0,2,4,2327,0,1,1,0,3.0,0,25,2,1,1.0,1,1,0,0,0,0,0,145.4375
1,0,12.0,0,0,1082,0,2,2,0,4.0,2,48,0,1,2.0,2,1,0,0,0,0,2,83.23076923076923
0,3,12.0,2,4,886,4,2,1,0,2.0,2,21,2,1,1.0,2,1,0,0,0,0,0,68.15384615384616
0,3,4.0,2,3,601,0,1,1,0,3.0,0,23,2,0,1.0,1,2,0,0,0,0,0,120.2
0,0,24.0,4,1,2957,0,4,2,0,4.0,1,63,2,1,2.0,2,1,0,0,0,0,3,118.28
0,3,24.0,4,4,2611,0,4,3,1,3.0,0,46,2,1,2.0,2,1,0,0,0,0,2,104.44
1,0,36.0,2,3,5179,0,3,2,0,2.0,1,29,2,1,1.0,2,1,0,0,0,0,0,139.97297297297297
0,3,21.0,3,1,2993,0,2,2,0,2.0,0,28,1,1,2.0,1,1,0,0,0,0,0,136.04545454545453
1,3,18.0,2,6,1943,0,1,1,0,4.0,0,23,2,1,1.0,2,1,0,0,0,0,0,102.26315789473684
0,3,24.0,1,9,1559,0,3,2,0,4.0,2,50,0,1,1.0,2,1,0,0,0,0,2,62.36
0,3,18.0,2,3,3422,0,4,2,0,4.0,1,47,0,1,3.0,2,2,0,0,0,0,2,180.10526315789474
0,1,21.0,2,3,3976,4,3,2,0,3.0,2,35,2,1,1.0,2,1,0,0,0,0,1,180.72727272727272
1,3,18.0,2,0,6761,4,2,2,0,4.0,2,68,2,0,2.0,2,1,0,0,0,0,3,355.8421052631579
0,3,24.0,2,0,1249,0,1,3,0,2.0,0,28,2,1,1.0,2,1,0,0,0,0,0,49.96
0,0,9.0,2,4,1364,0,3,2,0,4.0,0,59,2,1,1.0,2,1,0,0,0,0,2,136.4
1,0,12.0,2,4,709,0,4,2,0,4.0,0,57,1,1,1.0,1,1,0,0,0,0,2,54.53846153846154
1,0,20.0,4,0,2235,0,2,3,2,2.0,1,33,0,0,2.0,2,1,1,0,0,0,1,106.42857142857143
0,3,24.0,4,1,4042,4,3,2,0,4.0,1,43,2,1,2.0,2,1,0,0,0,0,1,161.68
0,3,15.0,4,4,1471,0,2,2,0,4.0,3,35,2,2,2.0,2,1,0,0,0,0,1,91.9375
1,0,18.0,1,0,1442,0,3,2,0,4.0,3,32,2,2,2.0,1,2,0,0,0,0,1,75.89473684210526
0,3,36.0,3,0,10875,0,4,2,0,2.0,2,45,2,1,2.0,2,2,0,0,0,0,1,293.9189189189189
0,3,24.0,2,0,1474,1,1,3,0,3.0,0,33,2,1,1.0,2,1,0,0,0,0,1,58.96
0,3,10.0,2,8,894,4,3,1,0,3.0,1,40,2,1,1.0,2,1,0,0,0,0,1,81.27272727272727
0,3,15.0,4,3,3343,0,2,2,0,2.0,3,28,2,2,1.0,2,1,0,0,0,0,0,208.9375
1,0,15.0,2,0,3959,5,2,1,0,2.0,1,29,2,1,1.0,2,1,0,0,0,0,0,247.4375
0,3,9.0,2,0,3577,5,2,2,2,2.0,0,26,2,0,1.0,2,2,1,0,0,0,0,357.7
0,3,24.0,4,1,5804,5,2,2,0,2.0,0,27,2,1,2.0,2,1,0,0,0,0,0,232.16
1,3,18.0,3,9,2169,5,2,3,0,2.0,2,28,2,1,1.0,2,1,0,0,0,0,0,114.15789473684211
1,0,24.0,2,4,2439,0,1,1,0,4.0,0,35,2,1,1.0,2,1,0,0,0,0,1,97.56
0,3,27.0,4,3,4526,3,1,2,0,2.0,0,32,1,1,2.0,1,2,0,0,0,0,1,161.64285714285714
1,3,10.0,2,3,2210,0,2,2,0,2.0,0,25,0,0,1.0,1,1,0,0,0,0,0,200.9090909090909
0,3,15.0,2,3,2221,2,2,1,0,4.0,2,20,2,0,1.0,2,1,0,0,0,0,0,138.8125
0,0,18.0,2,4,2389,0,1,1,0,1.0,2,27,1,1,1.0,2,1,0,0,0,0,0,125.73684210526316
0,3,12.0,4,3,3331,0,4,2,0,4.0,1,42,1,1,1.0,2,1,0,0,0,0,1,256.2307692307692
0,3,36.0,2,9,7409,4,4,2,0,2.0,1,37,2,1,2.0,2,1,0,0,0,0,1,200.24324324324326
0,0,12.0,2,3,652,0,4,1,0,4.0,1,24,2,0,1.0,2,1,0,0,0,0,0,50.15384615384615
0,3,36.0,3,3,7678,2,3,1,0,4.0,2,40,2,1,2.0,2,1,0,0,0,0,1,207.51351351351352
0,2,6.0,4,0,1343,0,4,2,0,4.0,0,46,2,1,2.0,2,2,1,0,0,0,2,191.85714285714286
0,0,24.0,4,9,1382,1,3,2,0,1.0,0,26,2,1,2.0,2,1,0,0,0,0,0,55.28
0,3,15.0,2,5,874,4,1,1,0,1.0,0,24,2,1,1.0,2,1,0,0,0,0,0,54.625
0,0,12.0,2,3,3590,0,2,2,1,2.0,1,29,2,1,1.0,1,2,0,0,0,0,0,276.15384615384613
0,1,11.0,4,0,1322,3,2,1,0,4.0,2,40,2,1,2.0,2,1,0,0,0,0,1,110.16666666666667
0,0,18.0,1,4,1940,0,1,2,1,4.0,3,36,0,2,1.0,3,1,0,0,0,0,1,102.10526315789474
0,3,36.0,2,4,3595,0,4,2,0,2.0,2,28,2,1,1.0,2,1,0,0,0,0,0,97.16216216216216
1,0,9.0,2,0,1422,0,1,2,0,2.0,3,27,2,2,1.0,3,1,0,0,0,0,0,142.2
0,3,30.0,4,4,6742,4,3,2,0,3.0,1,36,2,1,2.0,2,1,0,0,0,0,1,217.48387096774192
0,3,24.0,2,1,7814,0,3,2,0,3.0,2,38,2,1,1.0,3,1,0,0,0,0,1,312.56
0,3,24.0,2,1,9277,4,2,0,0,4.0,3,48,2,2,1.0,2,1,0,0,0,0,2,371.08
0,1,30.0,4,0,2181,4,4,2,0,4.0,0,36,2,1,2.0,2,1,0,0,0,0,1,70.35483870967742
0,3,18.0,4,4,1098,0,0,1,0,4.0,2,65,2,1,2.0,0,1,0,0,0,0,3,57.78947368421053
1,1,24.0,2,3,4057,0,3,0,0,3.0,2,43,2,1,1.0,2,1,0,0,0,0,1,162.28
1,0,12.0,2,7,795,0,1,1,0,4.0,1,53,2,1,1.0,2,1,0,0,0,0,2,61.15384615384615
0,1,24.0,4,9,2825,4,3,2,0,3.0,3,34,2,1,2.0,2,2,0,0,0,0,1,113.0
1,1,48.0,2,9,15672,0,2,2,0,2.0,2,23,2,1,1.0,2,1,0,0,0,0,0,319.83673469387753
0,3,36.0,4,0,6614,0,4,2,0,4.0,2,34,2,1,2.0,3,1,0,0,0,0,1,178.75675675675674
0,3,28.0,1,1,7824,4,1,2,2,4.0,0,40,0,0,2.0,2,2,0,0,0,0,1,269.7931034482759
0,0,27.0,4,9,2442,0,4,2,0,4.0,2,43,1,1,4.0,3,2,0,0,0,0,1,87.21428571428571
0,3,15.0,4,4,1829,0,4,2,0,4.0,2,46,2,1,2.0,2,1,0,0,0,0,2,114.3125
0,0,12.0,4,0,2171,0,2,2,0,4.0,1,38,0,1,2.0,1,1,1,0,0,0,1,167.0
0,1,36.0,4,1,5800,0,2,2,0,4.0,2,34,2,1,2.0,2,1,0,0,0,0,1,156.75675675675674
0,3,18.0,4,4,1169,4,2,2,0,3.0,1,29,2,1,2.0,2,1,0,0,0,0,0,61.526315789473685
0,3,36.0,3,1,8947,4,3,2,0,2.0,2,31,1,1,1.0,3,2,0,0,0,0,1,241.8108108108108
0,0,21.0,2,4,2606,0,1,1,0,4.0,1,28,2,0,1.0,3,1,0,0,0,0,0,118.45454545454545
0,3,12.0,4,3,1592,3,3,1,0,2.0,1,35,2,1,1.0,2,1,1,0,0,0,1,122.46153846153847
0,3,15.0,2,3,2186,4,3,1,0,4.0,0,33,0,0,1.0,1,1,0,0,0,0,1,136.625
1,0,18.0,2,3,4153,0,2,2,1,3.0,2,42,2,1,1.0,2,1,0,0,0,0,1,218.57894736842104
1,0,16.0,4,0,2625,0,4,2,2,4.0,1,43,0,0,1.0,2,1,0,0,0,0,1,154.41176470588235
0,3,20.0,4,0,3485,4,1,0,0,4.0,0,44,2,1,2.0,2,1,0,0,0,0,1,165.95238095238096
0,3,36.0,4,1,10477,4,4,2,0,4.0,3,42,2,2,2.0,2,1,0,0,0,0,1,283.1621621621622
0,3,15.0,2,4,1386,4,2,3,0,2.0,0,40,2,0,1.0,2,1,0,0,0,0,1,86.625
0,3,24.0,2,4,1278,0,4,2,0,1.0,0,36,2,1,1.0,3,1,0,0,0,0,1,51.12
0,0,12.0,2,4,1107,0,2,2,0,2.0,0,20,2,0,1.0,3,2,0,0,0,0,0,85.15384615384616
0,0,21.0,2,0,3763,4,3,2,1,2.0,0,24,2,1,1.0,1,1,1,0,0,0,0,171.04545454545453
0,1,36.0,2,7,3711,4,2,3,0,2.0,2,27,2,1,1.0,2,1,0,0,0,0,0,100.29729729729729
0,3,15.0,3,1,3594,0,1,1,0,2.0,1,46,2,1,2.0,1,1,0,0,0,0,2,224.625
0,1,9.0,2,0,3195,4,2,1,0,2.0,0,33,2,1,1.0,1,1,0,0,0,0,1,319.5
0,3,18.0,3,4,4454,0,2,1,0,4.0,0,34,2,1,2.0,2,1,0,1,0,0,1,234.42105263157896
1,1,18.0,4,3,4736,0,1,1,0,4.0,2,25,0,1,1.0,1,1,0,1,0,0,0,249.26315789473685
0,1,18.0,2,4,2991,4,4,1,0,4.0,2,25,2,1,1.0,2,1,0,1,0,0,0,157.42105263157896
0,3,11.0,2,9,2142,3,4,0,0,2.0,0,28,2,1,1.0,2,1,0,0,0,0,0,178.5
1,0,24.0,1,9,3161,0,2,2,0,2.0,1,31,2,0,1.0,2,1,0,0,0,0,1,126.44
1,1,48.0,0,2,18424,0,2,1,0,2.0,1,32,0,1,1.0,3,1,1,0,0,0,1,376.0
0,3,10.0,2,1,2848,1,2,2,1,2.0,0,32,2,1,1.0,2,2,0,0,0,0,1,258.90909090909093
1,0,6.0,2,0,14896,0,4,2,0,4.0,3,68,0,1,1.0,3,1,0,0,0,0,3,2128.0
1,0,24.0,2,3,2359,1,0,0,0,1.0,1,33,2,1,1.0,2,1,0,0,0,0,1,94.36
1,0,24.0,2,3,3345,0,4,2,0,2.0,1,39,2,0,1.0,3,1,0,0,0,0,1,133.8
0,3,18.0,4,3,1817,0,2,1,0,2.0,3,28,2,1,2.0,2,1,0,0,0,0,0,95.63157894736842
0,3,48.0,3,4,12749,2,3,2,0,1.0,2,37,2,1,1.0,3,1,0,0,0,0,1,260.18367346938777
1,0,9.0,2,4,1366,0,1,1,0,4.0,1,22,2,0,1.0,2,1,0,0,0,0,0,136.6
0,1,12.0,2,0,2002,0,3,2,0,4.0,1,30,2,0,1.0,2,2,0,0,0,0,0,154.0
1,0,24.0,1,3,6872,0,1,0,0,1.0,1,55,0,1,1.0,2,1,0,0,0,0,2,274.88
1,0,12.0,1,0,697,0,1,2,0,2.0,2,46,0,1,2.0,2,1,0,0,0,0,2,53.61538461538461
0,0,18.0,4,3,1049,0,1,1,0,4.0,1,21,2,0,1.0,2,1,0,0,0,0,0,55.21052631578947
1,0,48.0,2,1,10297,0,3,2,0,4.0,3,39,1,2,3.0,2,2,0,0,0,0,1,210.14285714285714
0,3,30.0,2,4,1867,4,4,2,0,4.0,2,58,2,1,1.0,2,1,0,0,0,0,2,60.225806451612904
0,0,12.0,3,0,1344,0,2,2,0,2.0,0,43,2,1,2.0,1,2,0,0,0,0,1,103.38461538461539
0,0,24.0,2,3,1747,0,1,2,1,1.0,1,24,2,1,1.0,1,1,1,0,0,0,0,69.88
1,1,9.0,2,4,1670,0,1,1,0,2.0,2,22,2,1,1.0,2,1,0,0,0,0,0,167.0
0,3,9.0,4,0,1224,0,2,2,0,1.0,0,30,2,1,2.0,2,1,0,0,0,0,0,122.4
